,hypo_sid,judge_sid,length,judgement,trace_key,task_id
3681,73,90,18,uncertain,set_b/task1/trace_036,1
3682,95,96,2,uncertain,set_b/task1/trace_036,1
3683,97,107,11,uncertain,set_b/task1/trace_036,1
3684,131,136,6,reject,set_b/task1/trace_036,1
3685,138,142,5,reject,set_b/task1/trace_036,1
3686,143,145,3,reject,set_b/task1/trace_036,1
3687,146,148,3,reject,set_b/task1/trace_036,1
3688,152,157,6,reject,set_b/task1/trace_036,1
3689,168,169,2,uncertain,set_b/task1/trace_036,1
3690,180,182,3,reject,set_b/task1/trace_036,1
3691,186,202,17,reject,set_b/task1/trace_036,1
3692,203,206,4,reject,set_b/task1/trace_036,1
3693,207,210,4,uncertain,set_b/task1/trace_036,1
3694,211,216,6,uncertain,set_b/task1/trace_036,1
3695,217,221,5,reject,set_b/task1/trace_036,1
3696,222,226,5,reject,set_b/task1/trace_036,1
3697,235,236,2,uncertain,set_b/task1/trace_036,1
3698,241,252,12,uncertain,set_b/task1/trace_036,1
3699,253,260,8,uncertain,set_b/task1/trace_036,1
3700,275,282,8,reject,set_b/task1/trace_036,1
3701,285,286,2,uncertain,set_b/task1/trace_036,1
3702,292,293,2,uncertain,set_b/task1/trace_036,1
3703,294,298,5,reject,set_b/task1/trace_036,1
3704,303,306,4,reject,set_b/task1/trace_036,1
3705,307,310,4,reject,set_b/task1/trace_036,1
3706,314,315,2,reject,set_b/task1/trace_036,1
3707,316,319,4,uncertain,set_b/task1/trace_036,1
3708,320,321,2,reject,set_b/task1/trace_036,1
3709,333,335,3,reject,set_b/task1/trace_036,1
3710,42,43,2,accept,set_b/task1/trace_037,1
3711,39,44,6,reject,set_b/task1/trace_038,1
3712,56,63,8,reject,set_b/task1/trace_038,1
3713,68,75,8,reject,set_b/task1/trace_038,1
3714,94,97,4,accept,set_b/task1/trace_038,1
3715,122,123,2,accept,set_b/task1/trace_038,1
3716,128,130,3,reject,set_b/task1/trace_038,1
3717,131,138,8,reject,set_b/task1/trace_038,1
3718,139,143,5,reject,set_b/task1/trace_038,1
3719,144,146,3,reject,set_b/task1/trace_038,1
3720,150,161,12,reject,set_b/task1/trace_038,1
3721,162,169,8,reject,set_b/task1/trace_038,1
3722,170,175,6,reject,set_b/task1/trace_038,1
3723,185,186,2,uncertain,set_b/task1/trace_038,1
3724,187,189,3,reject,set_b/task1/trace_038,1
3725,194,197,4,reject,set_b/task1/trace_038,1
3726,215,218,4,reject,set_b/task1/trace_038,1
3727,219,223,5,reject,set_b/task1/trace_038,1
3728,224,227,4,reject,set_b/task1/trace_038,1
3729,228,233,6,reject,set_b/task1/trace_038,1
3730,238,240,3,reject,set_b/task1/trace_038,1
3731,241,242,2,reject,set_b/task1/trace_038,1
3732,244,247,4,reject,set_b/task1/trace_038,1
3733,248,252,5,reject,set_b/task1/trace_038,1
3734,261,262,2,accept,set_b/task1/trace_038,1
3735,29,31,3,reject,set_b/task1/trace_039,1
3736,32,33,2,reject,set_b/task1/trace_039,1
3737,40,41,2,uncertain,set_b/task1/trace_039,1
3738,50,51,2,accept,set_b/task1/trace_039,1
3739,6,18,13,uncertain,set_b/task1/trace_040,1
3740,23,28,6,reject,set_b/task1/trace_040,1
3741,29,34,6,reject,set_b/task1/trace_040,1
3742,56,58,3,reject,set_b/task1/trace_040,1
3743,61,63,3,reject,set_b/task1/trace_040,1
3744,74,77,4,uncertain,set_b/task1/trace_040,1
3745,82,84,3,reject,set_b/task1/trace_040,1
3746,85,89,5,uncertain,set_b/task1/trace_040,1
3747,93,94,2,reject,set_b/task1/trace_040,1
3748,102,111,10,reject,set_b/task1/trace_040,1
3749,112,115,4,uncertain,set_b/task1/trace_040,1
3750,120,122,3,reject,set_b/task1/trace_040,1
3751,127,129,3,reject,set_b/task1/trace_040,1
3752,135,139,5,reject,set_b/task1/trace_040,1
3753,143,145,3,reject,set_b/task1/trace_040,1
3754,147,148,2,uncertain,set_b/task1/trace_040,1
3755,36,50,15,reject,set_b/task2/trace_001,2
3756,51,62,12,accept,set_b/task2/trace_001,2
3757,81,85,5,reject,set_b/task2/trace_001,2
3758,100,109,10,uncertain,set_b/task2/trace_001,2
3759,113,126,14,accept,set_b/task2/trace_001,2
3760,128,135,8,accept,set_b/task2/trace_001,2
3761,139,142,4,uncertain,set_b/task2/trace_001,2
3762,144,157,14,reject,set_b/task2/trace_001,2
3763,158,161,4,reject,set_b/task2/trace_001,2
3764,162,163,2,uncertain,set_b/task2/trace_001,2
3765,165,169,5,uncertain,set_b/task2/trace_001,2
3766,170,174,5,reject,set_b/task2/trace_001,2
3767,176,184,9,uncertain,set_b/task2/trace_001,2
3768,187,195,9,reject,set_b/task2/trace_001,2
3769,198,200,3,reject,set_b/task2/trace_001,2
3770,57,60,4,reject,set_b/task2/trace_002,2
3771,69,73,5,reject,set_b/task2/trace_002,2
3772,82,84,3,reject,set_b/task2/trace_002,2
3773,92,94,3,reject,set_b/task2/trace_002,2
3774,96,101,6,accept,set_b/task2/trace_002,2
3775,130,131,2,reject,set_b/task2/trace_002,2
3776,143,148,6,uncertain,set_b/task2/trace_002,2
3777,154,157,4,reject,set_b/task2/trace_002,2
3778,168,171,4,accept,set_b/task2/trace_002,2
3779,172,175,4,reject,set_b/task2/trace_002,2
3780,181,184,4,accept,set_b/task2/trace_002,2
3781,185,191,7,accept,set_b/task2/trace_002,2
3782,49,51,3,reject,set_b/task2/trace_003,2
3783,60,62,3,reject,set_b/task2/trace_003,2
3784,65,67,3,reject,set_b/task2/trace_003,2
3785,82,89,8,uncertain,set_b/task2/trace_003,2
3786,90,93,4,uncertain,set_b/task2/trace_003,2
3787,101,103,3,uncertain,set_b/task2/trace_003,2
3788,106,108,3,reject,set_b/task2/trace_003,2
3789,120,122,3,reject,set_b/task2/trace_003,2
3790,140,142,3,reject,set_b/task2/trace_003,2
3791,146,147,2,reject,set_b/task2/trace_003,2
3792,148,152,5,uncertain,set_b/task2/trace_003,2
3793,153,157,5,reject,set_b/task2/trace_003,2
3794,168,169,2,uncertain,set_b/task2/trace_003,2
3795,170,175,6,reject,set_b/task2/trace_003,2
3796,182,187,6,uncertain,set_b/task2/trace_003,2
3797,188,190,3,reject,set_b/task2/trace_003,2
3798,191,197,7,reject,set_b/task2/trace_003,2
3799,236,239,4,reject,set_b/task2/trace_003,2
3800,240,243,4,reject,set_b/task2/trace_003,2
3801,246,248,3,reject,set_b/task2/trace_003,2
3802,252,253,2,reject,set_b/task2/trace_003,2
3803,257,260,4,reject,set_b/task2/trace_003,2
3804,263,265,3,uncertain,set_b/task2/trace_003,2
3805,266,267,2,reject,set_b/task2/trace_003,2
3806,36,39,4,reject,set_b/task2/trace_004,2
3807,57,62,6,reject,set_b/task2/trace_004,2
3808,63,65,3,reject,set_b/task2/trace_004,2
3809,86,94,9,reject,set_b/task2/trace_004,2
3810,95,99,5,reject,set_b/task2/trace_004,2
3811,108,110,3,reject,set_b/task2/trace_004,2
3812,120,121,2,uncertain,set_b/task2/trace_004,2
3813,122,134,13,uncertain,set_b/task2/trace_004,2
3814,138,144,7,reject,set_b/task2/trace_004,2
3815,145,147,3,reject,set_b/task2/trace_004,2
3816,148,162,15,uncertain,set_b/task2/trace_004,2
3817,163,168,6,reject,set_b/task2/trace_004,2
3818,169,174,6,uncertain,set_b/task2/trace_004,2
3819,177,182,6,reject,set_b/task2/trace_004,2
3820,200,202,3,uncertain,set_b/task2/trace_004,2
3821,203,212,10,reject,set_b/task2/trace_004,2
3822,216,218,3,reject,set_b/task2/trace_004,2
3823,227,228,2,reject,set_b/task2/trace_004,2
3824,234,240,7,reject,set_b/task2/trace_004,2
3825,242,251,10,reject,set_b/task2/trace_004,2
3826,253,257,5,reject,set_b/task2/trace_004,2
3827,258,262,5,reject,set_b/task2/trace_004,2
3828,275,281,7,reject,set_b/task2/trace_004,2
3829,287,289,3,reject,set_b/task2/trace_004,2
3830,35,37,3,reject,set_b/task2/trace_006,2
3831,38,41,4,uncertain,set_b/task2/trace_006,2
3832,42,45,4,reject,set_b/task2/trace_006,2
3833,50,51,2,accept,set_b/task2/trace_006,2
3834,25,31,7,reject,set_b/task2/trace_007,2
3835,43,45,3,reject,set_b/task2/trace_007,2
3836,52,54,3,uncertain,set_b/task2/trace_007,2
3837,58,61,4,uncertain,set_b/task2/trace_007,2
3838,62,67,6,reject,set_b/task2/trace_007,2
3839,71,74,4,reject,set_b/task2/trace_007,2
3840,75,78,4,reject,set_b/task2/trace_007,2
3841,86,89,4,reject,set_b/task2/trace_007,2
3842,100,103,4,reject,set_b/task2/trace_007,2
3843,107,108,2,reject,set_b/task2/trace_007,2
3844,110,116,7,reject,set_b/task2/trace_007,2
3845,117,122,6,reject,set_b/task2/trace_007,2
3846,123,126,4,reject,set_b/task2/trace_007,2
3847,128,142,15,reject,set_b/task2/trace_007,2
3848,143,145,3,reject,set_b/task2/trace_007,2
3849,146,147,2,reject,set_b/task2/trace_007,2
3850,148,162,15,uncertain,set_b/task2/trace_007,2
3851,168,175,8,reject,set_b/task2/trace_007,2
3852,176,179,4,reject,set_b/task2/trace_007,2
3853,180,183,4,reject,set_b/task2/trace_007,2
3854,188,204,17,reject,set_b/task2/trace_007,2
3855,206,214,9,reject,set_b/task2/trace_007,2
3856,45,47,3,uncertain,set_b/task2/trace_008,2
3857,57,64,8,reject,set_b/task2/trace_008,2
3858,65,73,9,uncertain,set_b/task2/trace_008,2
3859,74,87,14,reject,set_b/task2/trace_008,2
3860,88,100,13,reject,set_b/task2/trace_008,2
3861,101,109,9,reject,set_b/task2/trace_008,2
3862,110,117,8,reject,set_b/task2/trace_008,2
3863,118,125,8,reject,set_b/task2/trace_008,2
3864,127,136,10,reject,set_b/task2/trace_008,2
3865,137,142,6,reject,set_b/task2/trace_008,2
3866,143,151,9,reject,set_b/task2/trace_008,2
3867,158,164,7,reject,set_b/task2/trace_008,2
3868,197,201,5,reject,set_b/task2/trace_008,2
3869,213,218,6,reject,set_b/task2/trace_008,2
3870,219,232,14,reject,set_b/task2/trace_008,2
3871,233,240,8,reject,set_b/task2/trace_008,2
3872,244,252,9,reject,set_b/task2/trace_008,2
3873,253,261,9,uncertain,set_b/task2/trace_008,2
3874,61,63,3,reject,set_b/task2/trace_009,2
3875,71,78,8,uncertain,set_b/task2/trace_009,2
3876,79,83,5,uncertain,set_b/task2/trace_009,2
3877,92,95,4,reject,set_b/task2/trace_009,2
3878,102,109,8,reject,set_b/task2/trace_009,2
3879,110,125,16,accept,set_b/task2/trace_009,2
3880,131,132,2,accept,set_b/task2/trace_009,2
3881,133,136,4,accept,set_b/task2/trace_009,2
3882,30,34,5,uncertain,set_b/task2/trace_010,2
3883,37,40,4,reject,set_b/task2/trace_010,2
3884,41,44,4,reject,set_b/task2/trace_010,2
3885,45,48,4,uncertain,set_b/task2/trace_010,2
3886,49,52,4,uncertain,set_b/task2/trace_010,2
3887,53,57,5,accept,set_b/task2/trace_011,2
3888,36,38,3,reject,set_b/task2/trace_012,2
3889,41,45,5,reject,set_b/task2/trace_012,2
3890,49,50,2,reject,set_b/task2/trace_012,2
3891,57,61,5,reject,set_b/task2/trace_012,2
3892,62,65,4,reject,set_b/task2/trace_012,2
3893,67,68,2,uncertain,set_b/task2/trace_012,2
3894,77,78,2,uncertain,set_b/task2/trace_012,2
3895,79,82,4,uncertain,set_b/task2/trace_012,2
3896,92,93,2,accept,set_b/task2/trace_012,2
3897,96,99,4,reject,set_b/task2/trace_012,2
3898,110,111,2,reject,set_b/task2/trace_012,2
3899,112,114,3,reject,set_b/task2/trace_012,2
3900,120,121,2,reject,set_b/task2/trace_012,2
3901,122,125,4,accept,set_b/task2/trace_012,2
3902,142,145,4,reject,set_b/task2/trace_012,2
3903,147,150,4,uncertain,set_b/task2/trace_012,2
3904,151,158,8,reject,set_b/task2/trace_012,2
3905,161,162,2,reject,set_b/task2/trace_012,2
3906,164,168,5,reject,set_b/task2/trace_012,2
3907,169,172,4,uncertain,set_b/task2/trace_012,2
3908,174,175,2,uncertain,set_b/task2/trace_012,2
3909,176,180,5,reject,set_b/task2/trace_012,2
3910,185,187,3,reject,set_b/task2/trace_012,2
3911,191,194,4,reject,set_b/task2/trace_012,2
3912,197,201,5,reject,set_b/task2/trace_012,2
3913,202,206,5,reject,set_b/task2/trace_012,2
3914,212,213,2,reject,set_b/task2/trace_012,2
3915,218,221,4,reject,set_b/task2/trace_012,2
3916,224,229,6,uncertain,set_b/task2/trace_012,2
3917,233,236,4,reject,set_b/task2/trace_012,2
3918,237,244,8,reject,set_b/task2/trace_012,2
3919,253,254,2,reject,set_b/task2/trace_012,2
3920,258,261,4,accept,set_b/task2/trace_012,2
3921,277,281,5,reject,set_b/task2/trace_012,2
3922,282,285,4,reject,set_b/task2/trace_012,2
3923,293,296,4,uncertain,set_b/task2/trace_012,2
3924,300,304,5,reject,set_b/task2/trace_012,2
3925,311,313,3,reject,set_b/task2/trace_012,2
3926,317,318,2,reject,set_b/task2/trace_012,2
3927,322,324,3,reject,set_b/task2/trace_012,2
3928,328,329,2,reject,set_b/task2/trace_012,2
3929,330,333,4,uncertain,set_b/task2/trace_012,2
3930,337,342,6,reject,set_b/task2/trace_012,2
3931,345,349,5,reject,set_b/task2/trace_012,2
3932,353,355,3,reject,set_b/task2/trace_012,2
3933,359,360,2,reject,set_b/task2/trace_012,2
3934,364,366,3,reject,set_b/task2/trace_012,2
3935,367,369,3,reject,set_b/task2/trace_012,2
3936,374,375,2,reject,set_b/task2/trace_012,2
3937,382,383,2,reject,set_b/task2/trace_012,2
3938,387,389,3,reject,set_b/task2/trace_012,2
3939,390,394,5,reject,set_b/task2/trace_012,2
3940,395,397,3,reject,set_b/task2/trace_012,2
3941,408,410,3,reject,set_b/task2/trace_012,2
3942,414,416,3,reject,set_b/task2/trace_012,2
3943,422,423,2,reject,set_b/task2/trace_012,2
3944,19,21,3,reject,set_b/task2/trace_013,2
3945,31,33,3,reject,set_b/task2/trace_013,2
3946,52,54,3,reject,set_b/task2/trace_013,2
3947,57,60,4,reject,set_b/task2/trace_013,2
3948,72,75,4,uncertain,set_b/task2/trace_013,2
3949,79,81,3,reject,set_b/task2/trace_013,2
3950,82,85,4,reject,set_b/task2/trace_013,2
3951,88,90,3,accept,set_b/task2/trace_013,2
3952,98,100,3,reject,set_b/task2/trace_013,2
3953,101,104,4,reject,set_b/task2/trace_013,2
3954,111,112,2,uncertain,set_b/task2/trace_013,2
3955,113,116,4,reject,set_b/task2/trace_013,2
3956,117,121,5,reject,set_b/task2/trace_013,2
3957,122,125,4,reject,set_b/task2/trace_013,2
3958,131,133,3,reject,set_b/task2/trace_013,2
3959,140,141,2,uncertain,set_b/task2/trace_013,2
3960,142,145,4,reject,set_b/task2/trace_013,2
3961,146,153,8,reject,set_b/task2/trace_013,2
3962,157,158,2,reject,set_b/task2/trace_013,2
3963,162,165,4,reject,set_b/task2/trace_013,2
3964,169,171,3,reject,set_b/task2/trace_013,2
3965,172,176,5,reject,set_b/task2/trace_013,2
3966,177,180,4,reject,set_b/task2/trace_013,2
3967,181,184,4,reject,set_b/task2/trace_013,2
3968,185,187,3,reject,set_b/task2/trace_013,2
3969,188,191,4,reject,set_b/task2/trace_013,2
3970,192,195,4,reject,set_b/task2/trace_013,2
3971,196,199,4,reject,set_b/task2/trace_013,2
3972,200,203,4,reject,set_b/task2/trace_013,2
3973,209,212,4,reject,set_b/task2/trace_013,2
3974,213,216,4,reject,set_b/task2/trace_013,2
3975,217,222,6,accept,set_b/task2/trace_013,2
3976,230,233,4,uncertain,set_b/task2/trace_013,2
3977,234,237,4,reject,set_b/task2/trace_013,2
3978,238,242,5,reject,set_b/task2/trace_013,2
3979,245,248,4,reject,set_b/task2/trace_013,2
3980,249,252,4,reject,set_b/task2/trace_013,2
3981,253,256,4,reject,set_b/task2/trace_013,2
3982,257,261,5,reject,set_b/task2/trace_013,2
3983,262,265,4,reject,set_b/task2/trace_013,2
3984,266,269,4,reject,set_b/task2/trace_013,2
3985,270,274,5,reject,set_b/task2/trace_013,2
3986,277,281,5,reject,set_b/task2/trace_013,2
3987,288,291,4,accept,set_b/task2/trace_013,2
3988,295,298,4,reject,set_b/task2/trace_013,2
3989,299,304,6,reject,set_b/task2/trace_013,2
3990,305,307,3,reject,set_b/task2/trace_013,2
3991,308,311,4,reject,set_b/task2/trace_013,2
3992,312,316,5,reject,set_b/task2/trace_013,2
3993,317,320,4,reject,set_b/task2/trace_013,2
3994,324,336,13,reject,set_b/task2/trace_013,2
3995,337,340,4,reject,set_b/task2/trace_013,2
3996,341,347,7,reject,set_b/task2/trace_013,2
3997,348,366,19,reject,set_b/task2/trace_013,2
3998,377,381,5,reject,set_b/task2/trace_013,2
3999,382,386,5,reject,set_b/task2/trace_013,2
4000,387,390,4,reject,set_b/task2/trace_013,2
4001,391,395,5,reject,set_b/task2/trace_013,2
4002,396,399,4,reject,set_b/task2/trace_013,2
4003,400,403,4,reject,set_b/task2/trace_013,2
4004,404,411,8,reject,set_b/task2/trace_013,2
4005,412,415,4,reject,set_b/task2/trace_013,2
4006,416,419,4,reject,set_b/task2/trace_013,2
4007,420,422,3,reject,set_b/task2/trace_013,2
4008,428,431,4,reject,set_b/task2/trace_013,2
4009,432,435,4,reject,set_b/task2/trace_013,2
4010,438,442,5,reject,set_b/task2/trace_013,2
4011,51,53,3,reject,set_b/task2/trace_014,2
4012,54,56,3,reject,set_b/task2/trace_014,2
4013,74,75,2,reject,set_b/task2/trace_014,2
4014,76,80,5,reject,set_b/task2/trace_014,2
4015,89,90,2,uncertain,set_b/task2/trace_014,2
4016,92,100,9,accept,set_b/task2/trace_014,2
4017,101,105,5,accept,set_b/task2/trace_014,2
4018,13,23,11,reject,set_b/task2/trace_015,2
4019,48,52,5,uncertain,set_b/task2/trace_015,2
4020,53,56,4,reject,set_b/task2/trace_015,2
4021,72,74,3,reject,set_b/task2/trace_015,2
4022,81,87,7,uncertain,set_b/task2/trace_015,2
4023,88,94,7,uncertain,set_b/task2/trace_015,2
4024,95,104,10,reject,set_b/task2/trace_015,2
4025,110,111,2,uncertain,set_b/task2/trace_015,2
4026,118,120,3,reject,set_b/task2/trace_015,2
4027,129,134,6,reject,set_b/task2/trace_015,2
4028,135,142,8,reject,set_b/task2/trace_015,2
4029,151,156,6,reject,set_b/task2/trace_015,2
4030,160,162,3,reject,set_b/task2/trace_015,2
4031,163,164,2,reject,set_b/task2/trace_015,2
4032,169,171,3,reject,set_b/task2/trace_015,2
4033,172,174,3,reject,set_b/task2/trace_015,2
4034,175,178,4,reject,set_b/task2/trace_015,2
4035,179,183,5,uncertain,set_b/task2/trace_015,2
4036,184,186,3,reject,set_b/task2/trace_015,2
4037,192,195,4,reject,set_b/task2/trace_015,2
4038,205,209,5,reject,set_b/task2/trace_015,2
4039,210,212,3,reject,set_b/task2/trace_015,2
4040,213,220,8,reject,set_b/task2/trace_015,2
4041,225,226,2,reject,set_b/task2/trace_015,2
4042,227,235,9,reject,set_b/task2/trace_015,2
4043,236,244,9,uncertain,set_b/task2/trace_015,2
4044,245,248,4,reject,set_b/task2/trace_015,2
4045,259,260,2,reject,set_b/task2/trace_015,2
4046,270,272,3,reject,set_b/task2/trace_015,2
4047,273,275,3,reject,set_b/task2/trace_015,2
4048,276,283,8,reject,set_b/task2/trace_015,2
4049,284,293,10,reject,set_b/task2/trace_015,2
4050,311,313,3,reject,set_b/task2/trace_015,2
4051,318,323,6,reject,set_b/task2/trace_015,2
4052,324,332,9,reject,set_b/task2/trace_015,2
4053,341,346,6,uncertain,set_b/task2/trace_015,2
4054,350,353,4,reject,set_b/task2/trace_015,2
4055,355,359,5,reject,set_b/task2/trace_015,2
4056,363,370,8,reject,set_b/task2/trace_015,2
4057,371,376,6,uncertain,set_b/task2/trace_015,2
4058,44,48,5,uncertain,set_b/task2/trace_016,2
4059,75,82,8,reject,set_b/task2/trace_016,2
4060,83,91,9,uncertain,set_b/task2/trace_016,2
4061,108,114,7,reject,set_b/task2/trace_016,2
4062,115,118,4,reject,set_b/task2/trace_016,2
4063,140,145,6,reject,set_b/task2/trace_016,2
4064,153,156,4,reject,set_b/task2/trace_016,2
4065,157,162,6,reject,set_b/task2/trace_016,2
4066,165,178,14,reject,set_b/task2/trace_016,2
4067,179,186,8,reject,set_b/task2/trace_016,2
4068,187,194,8,uncertain,set_b/task2/trace_016,2
4069,195,203,9,reject,set_b/task2/trace_016,2
4070,204,216,13,reject,set_b/task2/trace_016,2
4071,239,259,21,reject,set_b/task2/trace_016,2
4072,260,269,10,reject,set_b/task2/trace_016,2
4073,270,276,7,reject,set_b/task2/trace_016,2
4074,277,284,8,reject,set_b/task2/trace_016,2
4075,294,307,14,reject,set_b/task2/trace_016,2
4076,308,316,9,reject,set_b/task2/trace_016,2
4077,317,324,8,reject,set_b/task2/trace_016,2
4078,325,332,8,reject,set_b/task2/trace_016,2
4079,333,340,8,reject,set_b/task2/trace_016,2
4080,349,351,3,reject,set_b/task2/trace_016,2
4081,353,355,3,reject,set_b/task2/trace_016,2
4082,356,358,3,reject,set_b/task2/trace_016,2
4083,375,377,3,reject,set_b/task2/trace_016,2
4084,380,381,2,reject,set_b/task2/trace_016,2
4085,389,394,6,reject,set_b/task2/trace_016,2
4086,414,416,3,accept,set_b/task2/trace_016,2
4087,440,448,9,reject,set_b/task2/trace_016,2
4088,467,474,8,reject,set_b/task2/trace_016,2
4089,482,484,3,reject,set_b/task2/trace_016,2
4090,29,30,2,accept,set_b/task2/trace_017,2
4091,68,72,5,reject,set_b/task2/trace_018,2
4092,73,75,3,reject,set_b/task2/trace_018,2
4093,80,82,3,uncertain,set_b/task2/trace_018,2
4094,83,90,8,reject,set_b/task2/trace_018,2
4095,97,101,5,uncertain,set_b/task2/trace_018,2
4096,102,105,4,reject,set_b/task2/trace_018,2
4097,107,111,5,reject,set_b/task2/trace_018,2
4098,114,118,5,reject,set_b/task2/trace_018,2
4099,125,126,2,reject,set_b/task2/trace_018,2
4100,127,128,2,reject,set_b/task2/trace_018,2
4101,145,149,5,uncertain,set_b/task2/trace_018,2
4102,150,157,8,uncertain,set_b/task2/trace_018,2
4103,163,166,4,reject,set_b/task2/trace_018,2
4104,175,176,2,reject,set_b/task2/trace_018,2
4105,185,186,2,reject,set_b/task2/trace_018,2
4106,187,193,7,reject,set_b/task2/trace_018,2
4107,205,206,2,reject,set_b/task2/trace_018,2
4108,215,216,2,uncertain,set_b/task2/trace_018,2
4109,217,219,3,reject,set_b/task2/trace_018,2
4110,233,241,9,accept,set_b/task2/trace_018,2
4111,11,20,10,uncertain,set_b/task2/trace_019,2
4112,49,57,9,uncertain,set_b/task2/trace_019,2
4113,90,97,8,reject,set_b/task2/trace_019,2
4114,98,101,4,reject,set_b/task2/trace_019,2
4115,111,116,6,uncertain,set_b/task2/trace_019,2
4116,117,118,2,reject,set_b/task2/trace_019,2
4117,119,133,15,reject,set_b/task2/trace_019,2
4118,134,138,5,reject,set_b/task2/trace_019,2
4119,148,150,3,reject,set_b/task2/trace_019,2
4120,155,163,9,reject,set_b/task2/trace_019,2
4121,164,178,15,uncertain,set_b/task2/trace_019,2
4122,179,180,2,uncertain,set_b/task2/trace_019,2
4123,181,190,10,reject,set_b/task2/trace_019,2
4124,191,201,11,reject,set_b/task2/trace_019,2
4125,202,206,5,reject,set_b/task2/trace_019,2
4126,207,216,10,reject,set_b/task2/trace_019,2
4127,218,227,10,reject,set_b/task2/trace_019,2
4128,228,235,8,reject,set_b/task2/trace_019,2
4129,239,243,5,reject,set_b/task2/trace_019,2
4130,244,248,5,reject,set_b/task2/trace_019,2
4131,254,255,2,uncertain,set_b/task2/trace_019,2
4132,256,263,8,uncertain,set_b/task2/trace_019,2
4133,280,293,14,accept,set_b/task2/trace_019,2
4134,22,23,2,uncertain,set_b/task2/trace_020,2
4135,24,28,5,uncertain,set_b/task2/trace_020,2
4136,30,33,4,uncertain,set_b/task2/trace_020,2
4137,42,45,4,reject,set_b/task2/trace_020,2
4138,46,48,3,reject,set_b/task2/trace_020,2
4139,49,51,3,reject,set_b/task2/trace_020,2
4140,55,60,6,uncertain,set_b/task2/trace_020,2
4141,61,63,3,reject,set_b/task2/trace_020,2
4142,67,69,3,reject,set_b/task2/trace_020,2
4143,70,73,4,reject,set_b/task2/trace_020,2
4144,76,77,2,reject,set_b/task2/trace_020,2
4145,87,89,3,reject,set_b/task2/trace_020,2
4146,95,97,3,uncertain,set_b/task2/trace_020,2
4147,100,107,8,reject,set_b/task2/trace_020,2
4148,108,115,8,reject,set_b/task2/trace_020,2
4149,119,120,2,uncertain,set_b/task2/trace_020,2
4150,121,129,9,reject,set_b/task2/trace_020,2
4151,130,133,4,reject,set_b/task2/trace_020,2
4152,134,137,4,uncertain,set_b/task2/trace_020,2
4153,138,140,3,reject,set_b/task2/trace_020,2
4154,141,144,4,reject,set_b/task2/trace_020,2
4155,151,152,2,uncertain,set_b/task2/trace_020,2
4156,155,156,2,uncertain,set_b/task2/trace_020,2
4157,163,164,2,uncertain,set_b/task2/trace_020,2
4158,180,181,2,reject,set_b/task2/trace_020,2
4159,185,187,3,reject,set_b/task2/trace_020,2
4160,200,203,4,reject,set_b/task2/trace_020,2
4161,204,213,10,reject,set_b/task2/trace_020,2
4162,217,219,3,reject,set_b/task2/trace_020,2
4163,220,227,8,reject,set_b/task2/trace_020,2
4164,228,235,8,reject,set_b/task2/trace_020,2
4165,243,250,8,reject,set_b/task2/trace_020,2
4166,251,259,9,reject,set_b/task2/trace_020,2
4167,275,277,3,reject,set_b/task2/trace_020,2
4168,278,294,17,uncertain,set_b/task2/trace_020,2
4169,302,304,3,reject,set_b/task2/trace_020,2
4170,305,311,7,reject,set_b/task2/trace_020,2
4171,312,317,6,reject,set_b/task2/trace_020,2
4172,318,319,2,reject,set_b/task2/trace_020,2
4173,320,327,8,reject,set_b/task2/trace_020,2
4174,328,335,8,reject,set_b/task2/trace_020,2
4175,336,343,8,reject,set_b/task2/trace_020,2
4176,344,353,10,reject,set_b/task2/trace_020,2
4177,354,361,8,reject,set_b/task2/trace_020,2
4178,362,370,9,reject,set_b/task2/trace_020,2
4179,378,379,2,uncertain,set_b/task2/trace_020,2
4180,387,395,9,reject,set_b/task2/trace_020,2
4181,396,403,8,reject,set_b/task2/trace_020,2
4182,404,411,8,reject,set_b/task2/trace_020,2
4183,412,419,8,reject,set_b/task2/trace_020,2
4184,420,427,8,reject,set_b/task2/trace_020,2
4185,428,435,8,reject,set_b/task2/trace_020,2
4186,436,443,8,reject,set_b/task2/trace_020,2
4187,444,451,8,reject,set_b/task2/trace_020,2
4188,452,459,8,reject,set_b/task2/trace_020,2
4189,460,467,8,reject,set_b/task2/trace_020,2
4190,468,475,8,reject,set_b/task2/trace_020,2
4191,476,483,8,reject,set_b/task2/trace_020,2
4192,484,491,8,reject,set_b/task2/trace_020,2
4193,492,499,8,reject,set_b/task2/trace_020,2
4194,500,507,8,reject,set_b/task2/trace_020,2
4195,508,515,8,reject,set_b/task2/trace_020,2
4196,516,523,8,reject,set_b/task2/trace_020,2
4197,524,531,8,reject,set_b/task2/trace_020,2
4198,22,24,3,reject,set_b/task2/trace_021,2
4199,25,28,4,uncertain,set_b/task2/trace_021,2
4200,50,52,3,accept,set_b/task2/trace_021,2
4201,63,66,4,reject,set_b/task2/trace_021,2
4202,70,73,4,uncertain,set_b/task2/trace_021,2
4203,76,83,8,uncertain,set_b/task2/trace_021,2
4204,84,86,3,reject,set_b/task2/trace_021,2
4205,90,92,3,reject,set_b/task2/trace_021,2
4206,93,96,4,reject,set_b/task2/trace_021,2
4207,99,102,4,reject,set_b/task2/trace_021,2
4208,103,107,5,reject,set_b/task2/trace_021,2
4209,108,111,4,reject,set_b/task2/trace_021,2
